475385.530000	 7865935.510000	 72.880000	 256.248313	 0.463433	 0.526104	 0.006764
475385.850000	 7865936.010000	 72.860000	 48.010098	 0.434400	 0.557883	 0.004905
475386.230000	 7865938.200000	 73.550000	 216.928893	 0.679152	 0.314224	 0.004990
475386.640000	 7865936.220000	 73.260000	 187.908507	 0.724974	 0.273587	 0.001127
475386.720000	 7865935.870000	 73.210000	 141.225965	 0.683377	 0.315190	 0.001087
475386.780000	 7865935.550000	 73.150000	 89.974354	 0.394906	 0.603087	 0.001249
475386.860000	 7865935.210000	 73.020000	 177.056810	 0.536069	 0.461775	 0.001471
475386.740000	 7865937.580000	 73.520000	 96.130232	 0.485525	 0.506080	 0.005513
475386.810000	 7865937.240000	 73.490000	 108.824880	 0.629502	 0.366648	 0.002801
475386.880000	 7865936.920000	 73.440000	 115.470326	 0.621485	 0.374787	 0.002697
475386.950000	 7865936.590000	 73.360000	 64.700769	 0.658098	 0.340282	 0.001206
475387.020000	 7865936.260000	 73.280000	 37.043800	 0.479105	 0.519130	 0.001159
475387.090000	 7865935.930000	 73.220000	 31.217377	 0.277675	 0.720693	 0.000947
475387.160000	 7865935.600000	 73.150000	 31.718258	 0.030262	 0.967164	 0.001305
475387.230000	 7865935.270000	 73.080000	 76.473845	 0.569127	 0.428806	 0.001442
475386.920000	 7865938.690000	 73.770000	 130.245670	 0.572164	 0.421195	 0.004630
475386.980000	 7865938.390000	 73.720000	 88.961626	 0.303026	 0.687375	 0.005625
475387.050000	 7865938.040000	 73.640000	 35.375515	 0.245041	 0.743199	 0.006657
475387.120000	 7865937.720000	 73.560000	 41.662356	 0.367355	 0.627483	 0.003152
475387.190000	 7865937.380000	 73.500000	 25.299567	 0.207877	 0.785723	 0.003559
475387.260000	 7865937.070000	 73.440000	 24.690260	 0.110174	 0.886861	 0.001567
475387.330000	 7865936.720000	 73.370000	 28.427318	 0.185089	 0.811773	 0.001726
475387.400000	 7865936.410000	 73.300000	 30.823651	 0.060822	 0.936660	 0.001297
475387.470000	 7865936.060000	 73.240000	 27.709574	 0.107059	 0.891076	 0.000984
475387.540000	 7865935.750000	 73.170000	 29.725147	 0.076021	 0.921288	 0.001397
475387.610000	 7865935.410000	 73.110000	 42.742344	 0.382397	 0.614346	 0.002009
475387.670000	 7865935.090000	 73.050000	 142.539287	 0.738521	 0.259643	 0.001453
475387.040000	 7865940.330000	 74.100000	 175.535498	 0.685341	 0.313015	 0.001249
475387.110000	 7865940.020000	 74.050000	 152.869310	 0.553341	 0.445103	 0.001074
475387.180000	 7865939.670000	 73.980000	 117.935701	 0.627782	 0.371066	 0.000839
475387.250000	 7865939.350000	 73.900000	 88.138591	 0.591060	 0.407266	 0.001187
475387.320000	 7865939.020000	 73.820000	 46.887976	 0.582138	 0.415914	 0.001372
475387.390000	 7865938.690000	 73.760000	 27.825067	 0.327291	 0.670093	 0.001561
475387.450000	 7865938.360000	 73.690000	 30.490698	 0.086345	 0.910386	 0.001705
475387.520000	 7865938.040000	 73.630000	 25.884004	 0.099970	 0.897003	 0.001591
475387.590000	 7865937.710000	 73.570000	 29.607783	 0.176620	 0.820741	 0.001445
475387.660000	 7865937.380000	 73.500000	 32.482076	 0.131803	 0.865475	 0.001455
475387.730000	 7865937.040000	 73.440000	 26.005098	 0.064142	 0.933657	 0.001136
475387.800000	 7865936.720000	 73.380000	 33.424472	 0.039618	 0.958448	 0.000986
475387.870000	 7865936.390000	 73.310000	 26.098123	 0.074847	 0.923102	 0.001064
475387.940000	 7865936.060000	 73.240000	 35.478401	 0.057294	 0.940146	 0.001316
475388.010000	 7865935.720000	 73.180000	 28.087349	 0.176616	 0.821120	 0.001240
475388.080000	 7865935.400000	 73.120000	 26.292669	 0.208382	 0.787982	 0.002025
475388.150000	 7865935.070000	 73.030000	 129.793878	 0.691939	 0.305504	 0.001952
475387.270000	 7865941.190000	 74.320000	 116.997019	 0.665579	 0.316727	 0.013086
475387.330000	 7865940.890000	 74.220000	 60.546558	 0.635732	 0.349129	 0.010975
