484013.830000	 7201611.620000	 31.330000
484014.150000	 7201612.200000	 33.900000
484013.830000	 7201613.210000	 33.990000
484013.740000	 7201613.430000	 33.920000
484014.300000	 7201611.400000	 31.300000
484014.230000	 7201611.620000	 31.310000
484014.570000	 7201612.170000	 33.950000
484014.510000	 7201612.370000	 34.010000
484014.460000	 7201612.560000	 34.090000
484014.360000	 7201612.990000	 34.290000
484014.270000	 7201613.180000	 34.180000
484014.190000	 7201613.400000	 34.130000
484014.110000	 7201613.600000	 34.080000
484014.030000	 7201613.800000	 34.010000
484013.960000	 7201613.990000	 34.000000
484013.880000	 7201614.210000	 33.960000
484013.790000	 7201614.430000	 33.880000
484013.720000	 7201614.630000	 33.860000
484014.610000	 7201611.360000	 31.310000
484014.530000	 7201611.580000	 31.310000
484014.880000	 7201612.110000	 33.940000
484014.820000	 7201612.330000	 34.020000
484014.760000	 7201612.530000	 34.120000
484014.720000	 7201612.730000	 34.210000
484014.670000	 7201612.940000	 34.320000
484014.520000	 7201613.340000	 34.270000
484014.440000	 7201613.540000	 34.220000
484014.360000	 7201613.750000	 34.170000
484014.280000	 7201613.970000	 34.140000
484014.210000	 7201614.160000	 34.090000
484014.110000	 7201614.390000	 34.020000
484014.040000	 7201614.580000	 34.000000
484013.970000	 7201614.780000	 33.950000
484013.890000	 7201614.980000	 33.900000
484014.960000	 7201611.350000	 31.330000
484014.880000	 7201611.540000	 31.300000
484015.220000	 7201612.110000	 33.950000
484015.160000	 7201612.310000	 34.030000
484015.110000	 7201612.520000	 34.120000
484015.060000	 7201612.720000	 34.220000
484015.010000	 7201612.910000	 34.260000
484014.920000	 7201613.320000	 34.510000
484014.810000	 7201613.540000	 34.350000
484014.740000	 7201613.730000	 34.320000
484014.660000	 7201613.950000	 34.280000
484014.580000	 7201614.140000	 34.230000
484014.500000	 7201614.350000	 34.180000
484014.430000	 7201614.540000	 34.150000
484014.350000	 7201614.760000	 34.110000
484014.260000	 7201614.970000	 34.050000
484014.190000	 7201615.170000	 34.030000
484014.110000	 7201615.380000	 33.990000
484014.020000	 7201615.590000	 33.900000
484013.950000	 7201615.780000	 33.850000
484015.480000	 7201611.200000	 31.290000
484015.420000	 7201611.400000	 31.300000
484015.740000	 7201611.970000	 33.930000
484015.680000	 7201612.180000	 34.000000
484015.640000	 7201612.380000	 34.090000
484015.580000	 7201612.570000	 34.140000
484015.530000	 7201612.770000	 34.240000
484015.480000	 7201612.970000	 34.330000
484015.420000	 7201613.190000	 34.420000
484015.370000	 7201613.380000	 34.480000
484015.320000	 7201613.590000	 34.630000
484015.240000	 7201613.790000	 34.530000
484015.160000	 7201613.990000	 34.490000
484015.090000	 7201614.190000	 34.440000
484015.000000	 7201614.400000	 34.390000
484014.920000	 7201614.620000	 34.350000
484014.840000	 7201614.820000	 34.300000
484014.770000	 7201615.030000	 34.280000
484014.690000	 7201615.230000	 34.230000
484014.600000	 7201615.430000	 34.150000
484014.530000	 7201615.630000	 34.140000
484014.450000	 7201615.840000	 34.100000
484014.360000	 7201616.060000	 34.020000
484014.290000	 7201616.250000	 34.000000
484014.210000	 7201616.470000	 33.960000
484014.130000	 7201616.670000	 33.890000
484015.940000	 7201611.230000	 31.280000
484015.870000	 7201611.450000	 31.290000
484016.260000	 7201611.810000	 33.860000
484016.210000	 7201611.990000	 33.960000
484016.150000	 7201612.190000	 34.020000
484016.110000	 7201612.390000	 34.110000
484016.050000	 7201612.600000	 34.200000
484015.990000	 7201612.810000	 34.280000
484015.940000	 7201613.010000	 34.350000
484015.890000	 7201613.210000	 34.430000
484015.830000	 7201613.410000	 34.510000
484015.790000	 7201613.600000	 34.610000
484015.670000	 7201614.010000	 34.740000
484015.580000	 7201614.230000	 34.630000
484015.500000	 7201614.430000	 34.590000
484015.420000	 7201614.640000	 34.540000
484015.340000	 7201614.840000	 34.490000
484015.260000	 7201615.050000	 34.460000
484015.190000	 7201615.230000	 34.420000
484015.110000	 7201615.460000	 34.380000
484015.020000	 7201615.670000	 34.300000
484014.950000	 7201615.870000	 34.280000
484014.870000	 7201616.080000	 34.250000
484014.780000	 7201616.280000	 34.170000
484014.710000	 7201616.480000	 34.140000
484014.640000	 7201616.680000	 34.120000
484014.550000	 7201616.890000	 34.070000
484014.460000	 7201617.120000	 34.000000
484014.400000	 7201617.310000	 33.980000
484014.310000	 7201617.530000	 33.930000
484016.300000	 7201611.200000	 31.270000
484016.620000	 7201611.760000	 33.890000
484016.570000	 7201611.950000	 33.960000
484016.520000	 7201612.170000	 34.070000
484016.460000	 7201612.370000	 34.120000
484016.410000	 7201612.570000	 34.230000
484016.350000	 7201612.780000	 34.280000
484016.300000	 7201612.980000	 34.380000
484016.250000	 7201613.170000	 34.460000
484016.200000	 7201613.370000	 34.520000
484016.150000	 7201613.570000	 34.640000
484016.080000	 7201613.790000	 34.680000
484016.040000	 7201613.980000	 34.800000
484015.880000	 7201614.390000	 34.720000
484015.810000	 7201614.590000	 34.690000
484015.730000	 7201614.790000	 34.660000
484015.650000	 7201615.000000	 34.600000
484015.560000	 7201615.220000	 34.550000
484015.490000	 7201615.420000	 34.540000
484015.410000	 7201615.630000	 34.490000
484015.330000	 7201615.830000	 34.420000
484015.250000	 7201616.030000	 34.380000
484015.180000	 7201616.230000	 34.360000
484015.100000	 7201616.440000	 34.310000
484015.010000	 7201616.660000	 34.240000
484014.930000	 7201616.860000	 34.220000
484014.850000	 7201617.070000	 34.170000
484014.780000	 7201617.270000	 34.130000
484014.690000	 7201617.470000	 34.070000
484014.620000	 7201617.670000	 34.020000
484014.540000	 7201617.890000	 34.000000
484014.450000	 7201618.100000	 33.950000
484014.380000	 7201618.300000	 33.900000
484016.610000	 7201611.130000	 31.280000
484016.550000	 7201611.340000	 31.280000
484016.940000	 7201611.690000	 33.890000
484016.880000	 7201611.900000	 33.990000
484016.830000	 7201612.100000	 34.060000
484016.770000	 7201612.310000	 34.110000
484016.720000	 7201612.510000	 34.210000
484016.670000	 7201612.700000	 34.270000
484016.610000	 7201612.900000	 34.370000
484016.560000	 7201613.100000	 34.450000
484016.500000	 7201613.320000	 34.520000
484016.450000	 7201613.510000	 34.610000
484016.390000	 7201613.720000	 34.690000
484016.340000	 7201613.910000	 34.770000
484016.300000	 7201614.110000	 34.880000
484016.150000	 7201614.520000	 34.860000
484016.070000	 7201614.730000	 34.790000
484015.990000	 7201614.940000	 34.750000
484015.900000	 7201615.150000	 34.690000
484015.830000	 7201615.350000	 34.660000
484015.760000	 7201615.540000	 34.630000
484015.670000	 7201615.750000	 34.580000
484015.590000	 7201615.960000	 34.520000
484015.510000	 7201616.180000	 34.490000
484015.430000	 7201616.370000	 34.440000
484015.350000	 7201616.590000	 34.390000
484015.270000	 7201616.790000	 34.360000
484015.200000	 7201616.980000	 34.310000
484015.120000	 7201617.180000	 34.280000
484015.030000	 7201617.400000	 34.230000
484014.950000	 7201617.610000	 34.160000
484014.870000	 7201617.820000	 34.130000
484014.790000	 7201618.030000	 34.080000
484014.710000	 7201618.230000	 34.020000
484014.640000	 7201618.430000	 33.990000
484014.560000	 7201618.630000	 33.970000
484014.470000	 7201618.850000	 33.890000
484017.090000	 7201610.940000	 31.290000
