54.322867	 0.408602	 0.590152	 0.000782	 1.437811	 0.284926	1
164.830646	 0.640030	 0.358560	 0.001036	 2.718973	 0.376677   1
113.406099	 0.499310	 0.499621	 0.000711	 3.380811	 0.333622   1
59.655979	 0.451232	 0.546692	 0.001339	 1.346513	 0.291649   1
60.036839	 0.473602	 0.524431	 0.001287	 1.190997	 0.261843   1
161.145969	 0.512346	 0.486518	 0.000763	 3.391246	 0.411453   1
79.385982	 0.469501	 0.529452	 0.000684	 1.360229	 0.304155   1
159.516381	 0.621892	 0.377047	 0.000769	 2.272978	 0.420620   1
195.872957	 0.675334	 0.323694	 0.000733	 3.933441	 0.449502   1
36.662182	 0.399741	 0.599292	 0.000604	 1.321096	 0.275969   1
244.704045	 0.725071	 0.273209	 0.001348	 0.892963	 0.894253   1
86.721722	 0.495947	 0.502602	 0.000964	 1.883191	 0.454144   1
179.860758	 0.659111	 0.340468	 0.000314	 1.156490	 0.632940   1
180.120864	 0.724020	 0.275604	 0.000295	 1.110200	 0.706556   1
64.975164	 0.254765	 0.743128	 0.001206	 1.436667	 0.281169   1
149.998172	 0.567905	 0.429874	 0.001549	 1.743215	 0.425077   1
203.046441	 0.489964	 0.509145	 0.000589	 1.498022	 0.512290   1
179.813370	 0.743047	 0.254759	 0.001742	 1.811711	 0.651066   1
72.519858	 0.273619	 0.724346	 0.001178	 1.420235	 0.326771   1
141.345604	 0.569630	 0.428087	 0.001594	 1.520388	 0.419202   1
94.671203	 0.340470	 0.536994	 0.068760	 10.340205	 0.538081   1
101.522162	 0.867159	 0.038845	 0.076617	 31.670854	 0.662332   1
227.081229	 0.816210	 0.183527	 0.000222	 1.421796	 0.796827   1
213.845746	 0.358847	 0.509982	 0.074011	 14.591159	 0.871309   1
153.842542	 0.331034	 0.535561	 0.074017	 13.554580	 0.796849   1
179.815713	 0.909869	 0.089986	 0.000133	 0.477287	 0.285909   1
180.252656	 0.906697	 0.093107	 0.000179	 0.741290	 0.263963   1
194.699958	 0.778372	 0.219737	 0.001546	 3.359261	 0.377408   1
85.053540	 0.557143	 0.440212	 0.001829	 2.548852	 0.293871   1
186.453749	 0.831262	 0.165257	 0.002969	 4.056572	 0.260519   1
172.154795	 0.766807	 0.231189	 0.001622	 4.417403	 0.291406   1
139.281927	 0.648601	 0.348179	 0.002377	 4.486635	 0.310815   1
118.768930	 0.470707	 0.527214	 0.001357	 3.113048	 0.373305   1
187.749606	 0.703778	 0.294886	 0.001029	 2.889731	 0.327968   1
56.720802	 0.400083	 0.597539	 0.001484	 2.764081	 0.283328   1
179.803539	 0.789438	 0.209252	 0.001082	 0.357369	 0.261078   1
180.057574	 0.781227	 0.218307	 0.000382	 1.790704	 0.251850   1
220.335747	 0.914307	 0.085302	 0.000360	 65.969198	 0.577897   1
179.775846	 0.902700	 0.097054	 0.000224	 29.025200	 0.507790   1
180.194564	 0.871169	 0.128578	 0.000224	 32.383745	 0.475828   1
180.014927	 0.784704	 0.213829	 0.001206	 0.352089	 0.266024   1
179.458813	 0.930073	 0.069459	 0.000437	 0.467708	 0.275838   1
179.586884	 0.925680	 0.073745	 0.000536	 0.571637	 0.296492   1
180.078625	 0.918779	 0.080841	 0.000352	 0.046134	 0.317490   1
179.959104	 0.921346	 0.078146	 0.000471	 0.214886	 0.307368   1
180.066021	 0.927144	 0.072377	 0.000446	 0.449193	 0.283776   1
179.371165	 0.918092	 0.081575	 0.000308	 0.396000	 0.316244   1
180.010859	 0.882001	 0.117300	 0.000624	 0.386600	 0.329101   1
179.714538	 0.929672	 0.069873	 0.000425	 1.143221	 0.271900   1
180.315616	 0.932014	 0.067572	 0.000388	 1.772111	 0.253423   1
64.380285	 0.192513	 0.806737	 0.000415	 1.983935	 0.259790   1
150.339569	 0.724655	 0.271673	 0.002871	 2.415180	 0.286509   1
111.866331	 0.486616	 0.512175	 0.000798	 3.039884	 0.266460   1
123.859164	 0.414270	 0.584269	 0.000920	 3.324716	 0.258234   1
