484014.100000	 7201612.400000	 33.990000
484014.060000	 7201612.600000	 34.110000
484013.990000	 7201612.800000	 34.130000
484013.900000	 7201613.000000	 34.030000
484014.420000	 7201612.770000	 34.210000
484014.610000	 7201613.140000	 34.380000
484014.960000	 7201613.110000	 34.360000
484015.740000	 7201613.810000	 34.720000
484015.980000	 7201614.200000	 34.850000
484016.250000	 7201614.300000	 34.980000
484017.010000	 7201614.780000	 35.200000
484016.940000	 7201614.970000	 35.190000
484017.380000	 7201614.980000	 35.290000
484017.940000	 7201615.300000	 35.430000
484018.260000	 7201615.570000	 35.570000
484015.710000	 7201622.140000	 34.220000
484015.620000	 7201622.360000	 34.150000
484015.480000	 7201622.770000	 34.170000
484015.390000	 7201622.970000	 34.110000
484015.310000	 7201623.170000	 34.010000
484015.210000	 7201623.380000	 33.890000
484015.100000	 7201623.610000	 33.720000
484018.590000	 7201615.970000	 35.800000
484016.640000	 7201620.910000	 34.690000
484016.560000	 7201621.120000	 34.640000
484016.490000	 7201621.310000	 34.620000
484016.420000	 7201621.510000	 34.620000
484016.330000	 7201621.730000	 34.560000
484016.240000	 7201621.950000	 34.490000
484016.140000	 7201622.150000	 34.360000
484016.040000	 7201622.370000	 34.240000
484015.960000	 7201622.560000	 34.180000
484015.870000	 7201622.770000	 34.100000
484015.790000	 7201622.970000	 34.000000
484015.410000	 7201623.830000	 33.610000
484018.950000	 7201616.140000	 35.890000
484017.580000	 7201619.610000	 35.100000
484017.510000	 7201619.820000	 35.090000
484017.440000	 7201620.030000	 35.120000
484017.350000	 7201620.240000	 35.060000
484017.090000	 7201620.850000	 34.820000
484016.990000	 7201621.060000	 34.700000
484016.900000	 7201621.270000	 34.620000
484019.180000	 7201616.490000	 36.030000
484019.490000	 7201616.510000	 36.040000
484019.430000	 7201616.720000	 36.120000
484019.330000	 7201616.920000	 35.970000
484019.780000	 7201616.740000	 36.110000
484019.740000	 7201616.930000	 36.230000
484019.650000	 7201617.150000	 36.190000
484019.570000	 7201617.350000	 36.130000
484019.480000	 7201617.560000	 36.050000
484019.380000	 7201617.770000	 35.940000
484019.290000	 7201617.980000	 35.840000
484020.310000	 7201616.560000	 36.070000
484020.250000	 7201616.760000	 36.150000
484020.190000	 7201616.970000	 36.240000
484020.090000	 7201617.180000	 36.110000
484020.000000	 7201617.390000	 36.020000
484019.910000	 7201617.590000	 35.930000
484019.830000	 7201617.780000	 35.880000
484019.750000	 7201617.990000	 35.800000
484019.650000	 7201618.200000	 35.710000
484020.740000	 7201616.340000	 36.040000
484020.680000	 7201616.550000	 36.110000
484020.640000	 7201616.730000	 36.230000
484020.550000	 7201616.950000	 36.170000
484020.460000	 7201617.150000	 36.090000
484020.380000	 7201617.350000	 36.010000
484020.290000	 7201617.550000	 35.940000
484020.200000	 7201617.770000	 35.830000
484020.190000	 7201617.960000	 36.180000
484020.020000	 7201618.180000	 35.680000
484019.930000	 7201618.390000	 35.580000
484017.790000	 7201623.350000	 33.660000
484017.710000	 7201623.580000	 33.640000
484017.630000	 7201623.790000	 33.650000
484020.940000	 7201616.540000	 36.120000
484020.900000	 7201616.720000	 36.230000
484020.810000	 7201616.930000	 36.150000
484020.720000	 7201617.120000	 36.070000
484020.630000	 7201617.340000	 35.980000
484020.540000	 7201617.550000	 35.910000
484020.450000	 7201617.750000	 35.840000
484020.360000	 7201617.970000	 35.750000
484020.370000	 7201618.150000	 36.160000
