118.863346	 0.597838	 0.382143	 0.014076	 78.463430	 0.330662	1
94.072358	 0.507390	 0.492209	 0.000269	 1.836853	 0.345868   1
140.192935	 0.551680	 0.447883	 0.000302	 2.579842	 0.377590   1
183.742430	 0.506225	 0.493704	 0.000047	 3.539748	 0.630465   1
196.480333	 0.576345	 0.423043	 0.000430	 40.009777	 0.692247   1
148.114574	 0.669750	 0.264641	 0.047002	 49.652681	 0.322189   1
131.691925	 0.446093	 0.553285	 0.000400	 18.050922	 0.348115   1
202.723059	 0.817562	 0.086635	 0.074949	 10.272572	 0.581326   1
208.642356	 0.364402	 0.489731	 0.081880	 21.358266	 0.717166   1
177.819924	 0.747777	 0.251961	 0.000209	 0.711283	 0.339155   1
181.622246	 0.753084	 0.246712	 0.000164	 1.203015	 0.338375   1
179.110636	 0.746521	 0.253298	 0.000144	 0.918724	 0.336810   1
179.819439	 0.747534	 0.252313	 0.000123	 1.049441	 0.333057   1
176.057570	 0.751408	 0.248193	 0.000319	 1.431892	 0.341198   1
65.411699	 0.334743	 0.664976	 0.000169	 2.146038	 0.798791   1
179.107941	 0.795718	 0.204115	 0.000138	 3.083339	 0.313884   1
212.691329	 0.901233	 0.098551	 0.000197	 4.165016	 0.491161   1
178.023919	 0.611891	 0.387369	 0.000533	 3.674720	 0.425443   1
180.762906	 0.796537	 0.203144	 0.000265	 2.120589	 0.315377   1
180.271868	 0.799672	 0.199985	 0.000286	 2.340207	 0.313651   1
178.662502	 0.798279	 0.201637	 0.000069	 2.267426	 0.311098   1
178.196105	 0.794206	 0.205346	 0.000371	 1.646921	 0.317663   1
178.430314	 0.797276	 0.202675	 0.000041	 1.544791	 0.316485   1
140.665470	 0.439726	 0.559894	 0.000244	 0.246393	 0.405160   1
96.107236	 0.217592	 0.781882	 0.000295	 0.118218	 0.323020   1
203.767266	 0.726572	 0.272943	 0.000381	 0.508109	 0.670276   1
88.075268	 0.508712	 0.490806	 0.000323	 1.453598	 0.289832   1
220.284578	 0.761734	 0.237875	 0.000316	 0.626979	 0.691801   1
37.490827	 0.733910	 0.265845	 0.000193	 0.118218	 0.505260   1
254.324313	 0.813329	 0.186412	 0.000219	 0.956074	 0.800070   1
178.429542	 0.792704	 0.206828	 0.000387	 1.631801	 0.313568   1
180.767017	 0.789680	 0.209977	 0.000283	 1.944645	 0.314107   1
180.457513	 0.551978	 0.447584	 0.000303	 1.555316	 0.580623   1
132.430810	 0.475634	 0.524185	 0.000118	 0.916944	 0.351374   1
177.454565	 0.736958	 0.262218	 0.000652	 2.506066	 0.366794   1
179.964635	 0.749179	 0.250440	 0.000305	 4.293821	 0.354299   1
182.939887	 0.747368	 0.252422	 0.000168	 2.283316	 0.352155   1
179.976074	 0.741926	 0.257765	 0.000246	 1.975469	 0.355331   1
140.204094	 0.506020	 0.493795	 0.000124	 0.646120	 0.544544   1
38.260477	 0.833175	 0.166565	 0.000222	 0.873937	 0.386523   1
175.923329	 0.739039	 0.260779	 0.000145	 1.435513	 0.329172   1
218.934713	 0.772441	 0.227403	 0.000127	 1.435513	 0.539169   1
