475374.780000	 7865890.660000	 72.880000	 30.222940	 0.076934	 0.913282	 0.005062
475375.180000	 7865890.730000	 72.940000	 31.299985	 0.184558	 0.813754	 0.000929
475375.410000	 7865889.620000	 70.610000	 128.828652	 0.548684	 0.444920	 0.004388
475373.520000	 7865888.230000	 70.650000	 192.134046	 0.722342	 0.267956	 0.007537
475374.850000	 7865888.120000	 70.660000	 28.021574	 0.227243	 0.768809	 0.002222
475375.320000	 7865886.740000	 70.670000	 109.140460	 0.668336	 0.310885	 0.015365
475375.220000	 7865889.550000	 70.560000	 37.157922	 0.212442	 0.780324	 0.004031
475375.880000	 7865890.640000	 72.930000	 30.861267	 0.130929	 0.867394	 0.000896
475375.950000	 7865888.720000	 70.700000	 26.841980	 0.210102	 0.787187	 0.001513
475376.020000	 7865886.470000	 70.590000	 181.264163	 0.696672	 0.278792	 0.018478
475374.540000	 7865887.550000	 70.620000	 36.073020	 0.132727	 0.861565	 0.003048
475374.090000	 7865886.420000	 69.650000	 250.082007	 0.358143	 0.348921	 0.151404
475375.580000	 7865889.850000	 72.470000	 41.991378	 0.416044	 0.574812	 0.005739
475375.360000	 7865889.790000	 72.450000	 115.035724	 0.582396	 0.410096	 0.005268
475373.930000	 7865888.320000	 70.620000	 39.658042	 0.133946	 0.844376	 0.011484
475375.540000	 7865888.950000	 70.680000	 30.869774	 0.177305	 0.818738	 0.002166
475374.570000	 7865890.530000	 72.830000	 35.688428	 0.060189	 0.927029	 0.006546
475374.930000	 7865887.960000	 70.710000	 29.165932	 0.042116	 0.954952	 0.001495
475376.010000	 7865889.030000	 70.650000	 35.617396	 0.279326	 0.716261	 0.002558
475374.150000	 7865888.230000	 70.680000	 28.105251	 0.151555	 0.836295	 0.006530
475374.060000	 7865887.610000	 70.620000	 39.811121	 0.112890	 0.837884	 0.025422
475375.940000	 7865889.270000	 72.330000	 186.519324	 0.660675	 0.334370	 0.003686
475374.980000	 7865889.720000	 70.620000	 33.736628	 0.367106	 0.627865	 0.003070
475374.890000	 7865887.890000	 70.660000	 24.479405	 0.112371	 0.884138	 0.001846
475373.710000	 7865888.590000	 70.520000	 137.078816	 0.608306	 0.377860	 0.009842
475374.740000	 7865890.690000	 72.920000	 28.750986	 0.053935	 0.928645	 0.008872
475374.360000	 7865888.510000	 70.650000	 35.832455	 0.070932	 0.921612	 0.003850
475374.220000	 7865886.890000	 69.710000	 107.835953	 0.286139	 0.438006	 0.138640
475374.640000	 7865888.130000	 70.650000	 31.289269	 0.223775	 0.771973	 0.002388
475375.070000	 7865886.940000	 70.660000	 81.103834	 0.610756	 0.376656	 0.008979
475374.290000	 7865887.570000	 70.670000	 30.672808	 0.172930	 0.803551	 0.012709
475375.140000	 7865886.960000	 70.660000	 86.055918	 0.543110	 0.438172	 0.012685
475376.000000	 7865890.070000	 72.640000	 32.520695	 0.350464	 0.644083	 0.003295
475374.940000	 7865887.640000	 70.650000	 27.971119	 0.182676	 0.810521	 0.003730
