80.692217	 0.667460	 0.331399	 0.000855	 0.919886	 0.145736
80.334328	 0.671540	 0.327571	 0.000669	 0.586524	 0.138155
79.426381	 0.657797	 0.341442	 0.000567	 0.532502	 0.131508
75.045168	 0.579600	 0.419727	 0.000473	 1.256806	 0.220257
136.478728	 0.753436	 0.245939	 0.000501	 1.805226	 0.161650
67.831560	 0.322927	 0.675598	 0.000879	 0.999203	 0.175257
57.249711	 0.514063	 0.485180	 0.000509	 0.999203	 0.124650
64.713232	 0.485542	 0.513942	 0.000341	 0.952991	 0.120636
45.471948	 0.479568	 0.519550	 0.000579	 0.434910	 0.128467
63.270963	 0.383412	 0.615814	 0.000479	 1.544369	 0.187046
81.018772	 0.751376	 0.247852	 0.000618	 1.921893	 0.056373
128.419267	 0.749367	 0.250035	 0.000478	 1.793107	 0.134784
113.137010	 0.613223	 0.386091	 0.000494	 1.302759	 0.181855
146.960871	 0.684655	 0.314931	 0.000315	 1.269453	 0.196306
169.370525	 0.810910	 0.188114	 0.000820	 0.774297	 0.179465
71.863641	 0.528400	 0.469739	 0.001264	 1.392989	 0.162180
43.853539	 0.321607	 0.677271	 0.000668	 1.065350	 0.015226
37.600173	 0.166069	 0.833288	 0.000350	 1.423625	 0.063098
33.180378	 0.256241	 0.743140	 0.000355	 0.983131	 0.058194
38.251948	 0.327267	 0.671950	 0.000468	 0.802664	 0.031304
44.634753	 0.307499	 0.691653	 0.000501	 1.644920	 0.119117
54.372621	 0.273590	 0.725576	 0.000483	 1.921893	 0.120052
39.411328	 0.216730	 0.782491	 0.000437	 1.890255	 0.056147
49.649172	 0.219085	 0.780335	 0.000325	 1.482796	 0.054323
46.551674	 0.078639	 0.920604	 0.000394	 0.832293	 0.012358
34.695887	 0.173703	 0.825775	 0.000285	 1.145127	 0.038135
40.626044	 0.109524	 0.889568	 0.000480	 0.964774	 0.104367
42.231264	 0.330339	 0.668811	 0.000509	 0.939299	 0.115495
49.917279	 0.454208	 0.545001	 0.000512	 1.538069	 0.066251
84.385159	 0.382093	 0.616687	 0.000753	 1.797183	 0.212578
124.757596	 0.591883	 0.392293	 0.011113	 2.166458	 0.145226
113.690557	 0.441731	 0.556470	 0.001153	 1.401343	 0.212241
36.773476	 0.324647	 0.674181	 0.000699	 1.423625	 0.090705
38.217347	 0.098087	 0.901159	 0.000397	 1.146324	 0.113599
37.645929	 0.140247	 0.859059	 0.000373	 0.906193	 0.083101
37.475480	 0.331257	 0.667749	 0.000596	 1.681300	 0.092464
42.921904	 0.283119	 0.716237	 0.000375	 1.601427	 0.034821
36.449390	 0.315002	 0.684143	 0.000508	 1.394139	 0.073309
37.231395	 0.114162	 0.885176	 0.000351	 1.210807	 0.084232
61.414891	 0.325938	 0.673380	 0.000407	 1.636178	 0.090115
35.725702	 0.166163	 0.833247	 0.000321	 1.350891	 0.066068
36.709932	 0.062825	 0.936469	 0.000364	 4.497944	 0.046949
38.334010	 0.205315	 0.772372	 0.012280	 20.810383	 0.057710
46.923923	 0.264653	 0.699602	 0.020183	 19.176133	 0.159852
48.422821	 0.350638	 0.645316	 0.002447	 17.618437	 0.211088
52.661594	 0.351962	 0.647451	 0.000356	 1.012890	 0.209553
49.974804	 0.432268	 0.567265	 0.000297	 1.139586	 0.078459
63.416703	 0.549823	 0.449636	 0.000373	 0.768944	 0.112294
110.412140	 0.675522	 0.324038	 0.000332	 1.050954	 0.177239
39.558833	 0.310574	 0.688063	 0.000807	 1.233259	 0.035425
39.367303	 0.317364	 0.681861	 0.000460	 0.906193	 0.024860
35.233410	 0.329213	 0.670174	 0.000367	 0.970856	 0.031963
33.875892	 0.234675	 0.764464	 0.000487	 1.283708	 0.111349
34.165921	 0.336304	 0.662690	 0.000604	 1.370684	 0.034466
36.727693	 0.212281	 0.786620	 0.000614	 0.854829	 0.080843
29.361228	 0.209984	 0.789065	 0.000531	 0.902920	 0.044111
36.313140	 0.181123	 0.818157	 0.000396	 0.958877	 0.077370
32.284287	 0.121006	 0.878453	 0.000287	 2.245928	 0.066137
31.195443	 0.217774	 0.771707	 0.005868	 21.283915	 0.008922
41.563854	 0.201987	 0.794017	 0.002218	 28.471826	 0.041650
42.040313	 0.169748	 0.829694	 0.000305	 3.599541	 0.035654
39.623258	 0.167607	 0.831882	 0.000279	 0.914030	 0.041500
34.247847	 0.174725	 0.824809	 0.000256	 1.081888	 0.039466
55.310148	 0.327099	 0.672124	 0.000464	 0.855244	 0.058020
58.766652	 0.499285	 0.499873	 0.000561	 1.141969	 0.108518
63.642699	 0.603251	 0.395713	 0.000741	 1.628660	 0.220695
36.891804	 0.202355	 0.796498	 0.000638	 2.036751	 0.048855
51.461120	 0.404526	 0.594787	 0.000430	 1.217232	 0.049359
57.241849	 0.481302	 0.517665	 0.000680	 1.267828	 0.102013
46.599849	 0.339236	 0.660105	 0.000397	 1.079972	 0.109016
62.524911	 0.470658	 0.528424	 0.000600	 0.742756	 0.109632
32.568067	 0.160891	 0.838583	 0.000286	 0.762505	 0.085050
65.279984	 0.463513	 0.535790	 0.000453	 3.080722	 0.200863
41.913038	 0.149180	 0.850020	 0.000432	 1.006194	 0.020694
49.425882	 0.389018	 0.609990	 0.000616	 1.681300	 0.053762
27.864507	 0.247117	 0.751891	 0.000565	 1.021668	 0.048657
62.638571	 0.457639	 0.540474	 0.001222	 2.110564	 0.191385
41.857684	 0.177696	 0.821031	 0.000698	 0.873681	 0.066940
39.756946	 0.137958	 0.861201	 0.000451	 1.081739	 0.072466
63.338619	 0.461939	 0.535513	 0.001654	 2.511898	 0.114229
65.469645	 0.576701	 0.420661	 0.001850	 1.684261	 0.187429
37.804630	 0.163653	 0.835688	 0.000359	 0.851728	 0.073068
34.134918	 0.167454	 0.831886	 0.000360	 2.417830	 0.023737
46.530526	 0.385271	 0.614159	 0.000353	 3.678068	 0.040640
34.606282	 0.360875	 0.626502	 0.007643	 19.130464	 0.081515
49.078345	 0.289831	 0.676391	 0.019369	 26.832823	 0.056651
38.526970	 0.319447	 0.665818	 0.008691	 24.052220	 0.046067
39.873137	 0.348572	 0.650489	 0.000568	 4.208495	 0.054370
39.934977	 0.332358	 0.667105	 0.000322	 1.081888	 0.060920
39.632561	 0.313950	 0.685576	 0.000281	 0.703847	 0.041169
40.496889	 0.310937	 0.688213	 0.000503	 1.075344	 0.072426
40.930277	 0.315598	 0.683445	 0.000567	 1.267828	 0.084850
38.354620	 0.339292	 0.660258	 0.000271	 0.761350	 0.033337
46.117044	 0.351083	 0.648187	 0.000442	 0.924309	 0.024622
46.753951	 0.154138	 0.845396	 0.000252	 2.110564	 0.067856
47.032940	 0.233218	 0.765982	 0.000453	 2.511898	 0.040447
47.418994	 0.177735	 0.819918	 0.001286	 1.695648	 0.054053
44.201901	 0.256796	 0.741021	 0.001251	 2.029109	 0.166969
133.056437	 0.716221	 0.282523	 0.000977	 6.171263	 0.246445
40.542963	 0.332876	 0.666001	 0.000673	 6.709528	 0.112180
37.066355	 0.282551	 0.716594	 0.000497	 1.284710	 0.051352
42.729762	 0.274224	 0.725017	 0.000440	 0.584573	 0.087982
41.855649	 0.259129	 0.740302	 0.000326	 0.904029	 0.055929
42.036449	 0.291566	 0.707647	 0.000460	 0.728361	 0.088480
36.091484	 0.047202	 0.952098	 0.000358	 1.594441	 0.046083
41.327830	 0.278644	 0.720098	 0.000730	 1.080314	 0.061859
40.575883	 0.358502	 0.640252	 0.000758	 1.594441	 0.064670
52.541316	 0.440432	 0.558753	 0.000522	 0.702350	 0.079103
34.877370	 0.240142	 0.758865	 0.000563	 0.873681	 0.105681
40.693912	 0.155752	 0.843455	 0.000430	 1.118039	 0.090375
79.839092	 0.512985	 0.486476	 0.000362	 2.689232	 0.052799
44.932918	 0.154732	 0.844497	 0.000417	 3.453076	 0.091949
33.569699	 0.143252	 0.853637	 0.001673	 12.766306	 0.028884
42.293705	 0.247321	 0.745527	 0.004064	 13.757869	 0.049760
35.038107	 0.291321	 0.696803	 0.006902	 13.966258	 0.054238
38.486341	 0.221644	 0.777872	 0.000272	 4.047454	 0.050735
39.839268	 0.259304	 0.739932	 0.000438	 1.061753	 0.048797
46.587418	 0.272858	 0.726407	 0.000425	 1.073776	 0.041684
37.543381	 0.224788	 0.774338	 0.000492	 1.314619	 0.072290
51.030045	 0.256441	 0.742845	 0.000409	 1.039886	 0.035657
45.934379	 0.269492	 0.729889	 0.000357	 0.784338	 0.035190
38.732861	 0.279514	 0.719806	 0.000395	 0.954166	 0.031802
41.674560	 0.293830	 0.705669	 0.000293	 0.856383	 0.024172
160.280373	 0.798582	 0.198936	 0.002061	 8.451282	 0.215457
42.013735	 0.314460	 0.684862	 0.000402	 1.695648	 0.018921
46.093247	 0.310673	 0.686733	 0.001533	 5.820702	 0.121087
39.366552	 0.160208	 0.839211	 0.000316	 1.922303	 0.076927
44.566814	 0.301627	 0.697672	 0.000413	 2.029109	 0.012017
41.492393	 0.137611	 0.861884	 0.000271	 0.753567	 0.086629
32.184746	 0.247812	 0.751513	 0.000385	 1.306346	 0.035616
33.782740	 0.088832	 0.910293	 0.000458	 1.330590	 0.074430
46.444301	 0.405014	 0.592653	 0.001460	 1.431397	 0.114255
30.540179	 0.092455	 0.906189	 0.000711	 1.151391	 0.022198
29.983472	 0.243872	 0.754515	 0.000918	 0.854401	 0.033642
32.928247	 0.065935	 0.932895	 0.000605	 0.826234	 0.081588
42.870731	 0.488253	 0.510974	 0.000511	 0.988003	 0.029261
40.691193	 0.160405	 0.838790	 0.000437	 2.745286	 0.022420
34.366948	 0.171572	 0.824803	 0.001979	 13.840119	 0.068665
35.997908	 0.187082	 0.795491	 0.009521	 12.289821	 0.041348
33.813463	 0.213104	 0.786240	 0.000367	 16.614209	 0.037072
35.389118	 0.155720	 0.843678	 0.000326	 4.067873	 0.044344
35.366364	 0.234966	 0.764314	 0.000408	 1.260887	 0.043662
35.663375	 0.230064	 0.769289	 0.000365	 1.556357	 0.032168
34.425304	 0.184462	 0.814911	 0.000345	 1.386293	 0.027498
32.570390	 0.249819	 0.749365	 0.000466	 1.100881	 0.016232
33.613094	 0.091062	 0.908050	 0.000465	 0.795155	 0.030415
58.180936	 0.488574	 0.510953	 0.000313	 0.577129	 0.025289
33.253642	 0.098667	 0.900874	 0.000242	 0.942354	 0.049037
33.260604	 0.089528	 0.909998	 0.000248	 0.801747	 0.080583
35.596683	 0.138941	 0.860208	 0.000457	 0.771976	 0.086021
38.515222	 0.203096	 0.795799	 0.000615	 1.595939	 0.031491
41.383773	 0.362530	 0.636488	 0.000599	 1.857662	 0.168899
144.925676	 0.714066	 0.281603	 0.003357	 4.850726	 0.184725
33.158909	 0.220206	 0.777586	 0.001239	 6.223328	 0.132032
35.181893	 0.252452	 0.746855	 0.000396	 1.614135	 0.049851
32.619216	 0.192177	 0.806945	 0.000485	 0.904029	 0.049060
31.029458	 0.225902	 0.772781	 0.000742	 0.870722	 0.039912
31.683403	 0.423441	 0.575446	 0.000705	 0.923847	 0.081936
31.232042	 0.163844	 0.834713	 0.000785	 1.065672	 0.043499
50.070423	 0.474310	 0.524332	 0.000889	 0.844634	 0.055417
35.233899	 0.264879	 0.734249	 0.000503	 0.889733	 0.118529
42.966620	 0.431748	 0.567367	 0.000564	 1.748204	 0.061905
40.323751	 0.195841	 0.800759	 0.001881	 15.188847	 0.130495
26.522920	 0.166298	 0.799873	 0.018114	 26.593118	 0.048896
46.822111	 0.470163	 0.513875	 0.010326	 26.593118	 0.036615
31.400508	 0.205469	 0.781064	 0.007449	 11.927569	 0.040627
41.607066	 0.102069	 0.897241	 0.000364	 4.468254	 0.026981
37.703013	 0.058709	 0.940235	 0.000543	 1.067652	 0.035137
40.800274	 0.137826	 0.861476	 0.000375	 1.345216	 0.038649
42.678717	 0.214413	 0.785045	 0.000303	 1.301518	 0.023111
38.077392	 0.196871	 0.802255	 0.000484	 1.136874	 0.020776
37.939224	 0.174888	 0.824364	 0.000410	 1.386293	 0.020372
39.182066	 0.198214	 0.801211	 0.000318	 0.826508	 0.093838
33.724848	 0.209911	 0.789562	 0.000295	 0.878684	 0.098907
35.538734	 0.216443	 0.782974	 0.000326	 0.660078	 0.100394
33.164126	 0.138706	 0.860831	 0.000249	 1.209408	 0.029354
36.696921	 0.156558	 0.842352	 0.000591	 1.398210	 0.034718
52.198605	 0.552490	 0.446825	 0.000473	 2.199447	 0.166788
62.436461	 0.509157	 0.488707	 0.001431	 2.437544	 0.173573
33.869263	 0.196837	 0.801188	 0.001094	 2.807602	 0.072707
40.494711	 0.227172	 0.771716	 0.000627	 0.920478	 0.089452
30.156769	 0.226477	 0.772541	 0.000553	 0.797748	 0.038388
29.051842	 0.044633	 0.954329	 0.000530	 0.850699	 0.067280
35.538136	 0.196809	 0.802036	 0.000640	 1.160670	 0.066951
32.349341	 0.216612	 0.782040	 0.000755	 1.215303	 0.032239
43.855820	 0.223531	 0.774958	 0.000850	 1.416897	 0.105371
38.732552	 0.285488	 0.713320	 0.000695	 1.092378	 0.177684
36.456868	 0.096291	 0.902076	 0.000857	 0.980365	 0.106472
29.342502	 0.216548	 0.782507	 0.000530	 0.867422	 0.023226
30.357410	 0.202154	 0.797323	 0.000291	 0.629222	 0.057002
38.097100	 0.348343	 0.650541	 0.000676	 2.277380	 0.080458
40.338687	 0.185785	 0.812979	 0.000681	 17.182216	 0.051668
35.617639	 0.201974	 0.788835	 0.005086	 60.093583	 0.047200
36.606022	 0.213183	 0.630517	 0.080438	 51.765371	 0.072839
33.802739	 0.204318	 0.783231	 0.006886	 15.368279	 0.021218
38.783872	 0.082865	 0.915948	 0.000619	 5.261662	 0.066775
36.847316	 0.087551	 0.911264	 0.000620	 1.309210	 0.099660
44.389181	 0.538757	 0.460238	 0.000687	 1.170542	 0.084270
44.088288	 0.351362	 0.647591	 0.000635	 1.170542	 0.122853
40.781630	 0.332737	 0.666320	 0.000565	 1.780103	 0.093409
39.804293	 0.306146	 0.693404	 0.000266	 1.288954	 0.078059
43.293045	 0.176375	 0.822984	 0.000351	 1.231571	 0.028973
43.144694	 0.170295	 0.828971	 0.000401	 1.455982	 0.033726
33.698034	 0.217193	 0.782243	 0.000316	 0.998035	 0.127528
54.549628	 0.549777	 0.449479	 0.000513	 1.852806	 0.049429
